기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 연령,피해운전자 상해정도,ECLO,시간,도로형태1,도로형태2
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,23세,상해없음,원동기,34세,경상,3,20,교차로,교차로안
비,젖음/습기,차대차,기타,직진우회전진행방해,이륜,58세,상해없음,이륜,19세,경상,3,20,교차로,교차로부근
흐림,젖음/습기,차대차,측면충돌,신호위반,승용,61세,상해없음,승용,27세,경상,9,20,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,46세,상해없음,이륜,23세,중상,5,20,교차로,교차로부근
맑음,건조,차대차,측면충돌,중앙선침범,승용,24세,기타불명,승용,42세,경상,3,22,기타,기타
맑음,건조,차대차,측면충돌,신호위반,승용,55세,상해없음,승용,44세,경상,8,23,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,32세,상해없음,화물,75세,경상,3,9,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,56세,부상신고,승용,55세,상해없음,1,9,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,45세,상해없음,보행자,71세,경상,6,10,기타,기타
맑음,건조,차대차,측면충돌,신호위반,승용,73세,상해없음,승용,45세,경상,3,10,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,31세,경상,승용,53세,상해없음,3,11,교차로,교차로부근
맑음,건조,차대차,추돌,중앙선침범,승용,38세,상해없음,이륜,27세,중상,5,12,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,52세,기타불명,승용,66세,경상,6,14,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,42세,상해없음,승용,43세,경상,6,14,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,35세,경상,승용,23세,경상,9,15,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,27세,상해없음,이륜,36세,중상,5,16,기타,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,52세,상해없음,승용,37세,중상,5,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,57세,상해없음,이륜,53세,중상,5,17,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,기타불명,미분류,기타불명,승용,77세,경상,3,19,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,기타불명,미분류,기타불명,승용,58세,상해없음,3,20,단일로,교량
맑음,건조,차대차,기타,안전거리미확보,승용,25세,상해없음,승용,62세,경상,9,20,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,40세,상해없음,승용,46세,상해없음,3,20,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,65세,부상신고,승용,71세,중상,6,22,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,52세,기타불명,이륜,30세,경상,3,22,교차로,교차로부근
맑음,건조,차대차,정면충돌,신호위반,승용,30세,상해없음,승용,43세,중상,5,6,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,이륜,29세,상해없음,보행자,56세,중상,5,6,교차로,교차로부근
맑음,건조,차대차,기타,교차로운행방법위반,승용,48세,경상,승용,50세,경상,6,8,교차로,교차로안
맑음,건조,차대차,기타,직진우회전진행방해,이륜,41세,경상,승용,38세,경상,6,8,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,59세,상해없음,승용,65세,중상,5,12,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,56세,경상,승용,24세,경상,14,13,단일로,기타
맑음,건조,차대차,기타,직진우회전진행방해,이륜,21세,부상신고,화물,74세,상해없음,1,14,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,44세,경상,승용,59세,경상,9,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,75세,상해없음,승용,33세,경상,3,15,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,17세,기타불명,승용,67세,경상,3,16,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,23세,상해없음,승용,49세,경상,3,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,49세,상해없음,이륜,19세,부상신고,2,16,단일로,기타
맑음,건조,차대차,추돌,직진우회전진행방해,승용,24세,부상신고,승용,69세,경상,4,17,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,56세,상해없음,승용,28세,경상,3,18,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,61세,상해없음,이륜,37세,중상,5,19,교차로,교차로안
맑음,건조,차대사람,기타,보행자보호의무위반,승용,48세,상해없음,보행자,22세,중상,5,20,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,안전거리미확보,승용,21세,상해없음,이륜,22세,경상,3,20,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,63세,상해없음,이륜,23세,경상,3,0,교차로,교차로부근
맑음,건조,차대차,추돌,안전거리미확보,승용,51세,상해없음,승용,19세,경상,6,4,교차로,교차로안
맑음,건조,차대차,기타,교차로운행방법위반,승용,28세,기타불명,승용,43세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승합,70세,상해없음,이륜,74세,중상,5,10,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,27세,경상,승용,40세,경상,9,15,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,53세,상해없음,승용,56세,경상,3,17,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,70세,상해없음,이륜,18세,경상,6,17,교차로,교차로부근
맑음,건조,차대차,추돌,교차로운행방법위반,승용,50세,상해없음,이륜,25세,부상신고,1,18,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,자전거,14세,부상신고,이륜,23세,중상,6,19,교차로,교차로안
맑음,건조,차대차,기타,중앙선침범,이륜,18세,경상,승용,52세,경상,6,21,기타,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,58세,기타불명,승용,36세,경상,3,23,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,이륜,27세,경상,이륜,33세,중상,8,0,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,원동기,28세,상해없음,개인형이동수단(PM),38세,경상,3,1,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,67세,상해없음,승용,27세,경상,6,7,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,67세,상해없음,승용,61세,경상,3,10,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,49세,기타불명,승용,29세,경상,3,13,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승합,63세,상해없음,보행자,72세,경상,3,13,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,이륜,50세,부상신고,승용,38세,상해없음,2,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,37세,기타불명,이륜,18세,중상,5,16,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,32세,경상,승용,47세,경상,12,16,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,49세,상해없음,승용,47세,경상,3,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,21세,중상,승용,40세,경상,8,18,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승합,56세,경상,화물,44세,경상,6,21,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,59세,경상,승용,33세,경상,11,4,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,42세,상해없음,승용,69세,경상,3,7,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,57세,상해없음,승용,37세,중상,5,8,교차로,교차로안
맑음,건조,차대사람,기타,보행자보호의무위반,승용,24세,상해없음,보행자,64세,중상,5,8,교차로,교차로횡단보도내
흐림,건조,차대차,측면충돌,신호위반,승용,71세,경상,특수,56세,상해없음,8,9,교차로,교차로안
흐림,건조,차대사람,횡단중,보행자보호의무위반,이륜,26세,상해없음,보행자,69세,중상,5,11,교차로,교차로횡단보도내
맑음,건조,차대차,기타,안전거리미확보,화물,62세,상해없음,승용,55세,경상,3,11,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,40세,기타불명,승용,41세,경상,3,12,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,71세,상해없음,승용,41세,경상,7,13,단일로,기타
맑음,건조,차대사람,기타,보행자보호의무위반,승용,24세,상해없음,보행자,6세,중상,5,13,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,44세,상해없음,승용,28세,경상,3,14,단일로,기타
맑음,건조,차대차,추돌,신호위반,승용,30세,상해없음,승용,60세,상해없음,5,15,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,48세,상해없음,승용,53세,경상,6,16,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,27세,경상,승용,27세,경상,9,17,교차로,교차로안
맑음,건조,차대차,추돌,교차로운행방법위반,승용,71세,상해없음,이륜,35세,중상,5,18,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,26세,경상,승용,53세,경상,6,19,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,30세,상해없음,이륜,46세,경상,3,19,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,19세,상해없음,보행자,68세,중상,5,5,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,47세,기타불명,승용,37세,경상,3,6,교차로,교차로안
맑음,건조,차대차,정면충돌,중앙선침범,승용,71세,상해없음,승용,52세,경상,12,7,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,55세,상해없음,화물,30세,경상,3,8,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,33세,부상신고,승용,51세,경상,4,10,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,화물,58세,상해없음,승용,66세,경상,3,10,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,55세,상해없음,승용,24세,경상,6,12,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,55세,부상신고,이륜,66세,상해없음,1,13,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,화물,55세,상해없음,승합,57세,상해없음,3,14,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,68세,상해없음,승합,56세,상해없음,13,16,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,71세,경상,승용,50세,경상,6,17,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,50세,상해없음,승용,19세,경상,6,18,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,화물,45세,상해없음,승합,67세,경상,3,18,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,24세,상해없음,승용,21세,경상,9,18,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,29세,상해없음,이륜,26세,경상,3,18,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,50세,부상신고,승용,40세,상해없음,1,19,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,화물,37세,상해없음,이륜,32세,부상신고,1,20,교차로,교차로안
맑음,건조,차대사람,기타,신호위반,승용,58세,상해없음,보행자,49세,경상,3,21,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,25세,부상신고,승용,31세,상해없음,1,21,교차로,교차로안
흐림,건조,차대차,기타,중앙선침범,승용,46세,상해없음,승용,38세,경상,3,3,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,화물,51세,경상,승용,35세,경상,6,7,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,화물,24세,상해없음,승용,39세,경상,3,8,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,59세,상해없음,승용,35세,부상신고,1,10,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,화물,79세,기타불명,승용,54세,중상,5,11,교차로,교차로안
맑음,건조,차대차,기타,교차로운행방법위반,승용,70세,경상,화물,41세,경상,6,12,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,62세,중상,승용,56세,상해없음,5,16,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,화물,62세,상해없음,원동기,50세,중상,5,17,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,50세,경상,승용,45세,경상,6,17,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,71세,상해없음,이륜,28세,중상,5,19,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,38세,경상,승용,68세,중상,8,7,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승합,53세,상해없음,자전거,63세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,57세,상해없음,승용,28세,경상,3,8,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,이륜,60세,부상신고,화물,57세,상해없음,1,10,단일로,기타
맑음,건조,차대차,기타,직진우회전진행방해,승용,69세,상해없음,이륜,60세,중상,5,11,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,60세,상해없음,승용,19세,경상,3,16,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,38세,상해없음,보행자,52세,중상,5,18,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,26세,상해없음,이륜,27세,경상,3,20,교차로,교차로안
흐림,건조,차대차,측면충돌,교차로운행방법위반,승용,71세,상해없음,이륜,27세,경상,3,21,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,51세,기타불명,승용,37세,경상,3,23,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,50세,경상,승용,30세,경상,9,23,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,63세,상해없음,승용,37세,경상,3,8,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,31세,경상,승용,55세,경상,14,11,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,67세,상해없음,이륜,47세,경상,3,12,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,62세,기타불명,승용,42세,경상,3,18,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,이륜,20세,경상,화물,46세,상해없음,3,19,단일로,기타
비,젖음/습기,차대사람,기타,신호위반,이륜,39세,상해없음,보행자,36세,중상,5,21,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,38세,경상,승용,50세,경상,15,21,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,68세,상해없음,승용,26세,경상,3,9,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,66세,상해없음,화물,38세,상해없음,3,11,교차로,교차로부근
맑음,건조,차대사람,횡단중,보행자보호의무위반,이륜,56세,부상신고,보행자,15세,경상,4,13,교차로,교차로횡단보도내
맑음,건조,차대사람,횡단중,보행자보호의무위반,화물,36세,상해없음,보행자,60세,중상,5,19,교차로,교차로횡단보도내
맑음,건조,차대차,추돌,안전거리미확보,승용,50세,상해없음,승용,30세,경상,12,19,단일로,기타
맑음,건조,차대차,기타,직진우회전진행방해,승용,53세,상해없음,자전거,70세,경상,3,20,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,28세,경상,승용,49세,상해없음,3,21,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,63세,상해없음,승용,22세,경상,6,9,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,27세,상해없음,승용,56세,경상,9,16,단일로,기타
맑음,건조,차대차,기타,신호위반,이륜,43세,경상,승용,21세,상해없음,3,17,단일로,기타
흐림,건조,차대차,기타,안전거리미확보,화물,33세,상해없음,이륜,23세,중상,5,15,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,화물,64세,상해없음,승용,53세,상해없음,3,16,단일로,기타
흐림,건조,차대차,측면충돌,교차로운행방법위반,화물,68세,상해없음,이륜,28세,경상,6,18,교차로,교차로안
맑음,건조,차대차,기타,교차로운행방법위반,승용,67세,상해없음,이륜,34세,경상,3,19,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,39세,상해없음,승용,26세,경상,3,20,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,75세,상해없음,원동기,18세,경상,3,22,단일로,기타
흐림,건조,차대사람,횡단중,신호위반,이륜,31세,상해없음,보행자,59세,중상,5,6,단일로,기타
비,젖음/습기,차대차,측면충돌,직진우회전진행방해,승용,62세,상해없음,승용,44세,경상,3,8,교차로,교차로안
비,젖음/습기,차대사람,기타,보행자보호의무위반,화물,52세,상해없음,보행자,44세,중상,5,8,교차로,교차로횡단보도내
비,젖음/습기,차대차,측면충돌,안전거리미확보,승용,20세,경상,승용,76세,경상,17,9,단일로,기타
비,젖음/습기,차대차,기타,안전거리미확보,승용,58세,상해없음,이륜,26세,경상,3,10,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,27세,부상신고,승용,65세,상해없음,1,13,교차로,교차로안
맑음,건조,차대차,추돌,신호위반,승용,58세,상해없음,승용,31세,중상,10,14,교차로,교차로안
비,젖음/습기,차대차,추돌,안전거리미확보,승용,25세,상해없음,승용,28세,경상,3,18,교차로,교차로안
비,젖음/습기,차대사람,기타,중앙선침범,이륜,31세,경상,보행자,64세,경상,6,19,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,62세,부상신고,이륜,28세,경상,4,19,교차로,교차로안
비,젖음/습기,차대차,측면충돌,신호위반,이륜,38세,경상,승용,20세,상해없음,3,19,교차로,교차로부근
비,젖음/습기,차대차,정면충돌,중앙선침범,화물,42세,상해없음,승용,38세,경상,3,20,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,55세,기타불명,이륜,58세,경상,3,13,교차로,교차로부근
맑음,건조,차대차,기타,교차로운행방법위반,승용,47세,상해없음,원동기,34세,경상,3,16,교차로,교차로안
맑음,건조,차대차,기타,직진우회전진행방해,승용,60세,경상,화물,64세,경상,6,17,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,27세,중상,승용,53세,경상,8,18,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,45세,상해없음,이륜,23세,경상,6,18,단일로,기타
맑음,젖음/습기,차대차,측면충돌,신호위반,승용,52세,상해없음,승용,53세,상해없음,3,0,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,17세,상해없음,이륜,33세,중상,5,3,단일로,기타
맑음,건조,차대차,추돌,신호위반,이륜,54세,경상,승용,26세,경상,6,8,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,41세,부상신고,승용,18세,경상,13,19,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,22세,중상,승용,54세,경상,16,6,교차로,교차로안
맑음,건조,차대사람,기타,신호위반,승용,58세,상해없음,보행자,59세,중상,5,6,교차로,교차로안
맑음,건조,차대차,기타,신호위반,자전거,56세,경상,승용,71세,상해없음,3,8,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,50세,기타불명,승용,40세,경상,8,14,교차로,교차로안
맑음,건조,차대차,추돌,교차로운행방법위반,승용,42세,상해없음,이륜,29세,경상,3,18,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,56세,상해없음,원동기,28세,중상,5,11,단일로,기타
맑음,건조,차대차,추돌,직진우회전진행방해,승용,49세,중상,화물,57세,경상,13,11,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,50세,상해없음,화물,38세,경상,6,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,원동기,33세,중상,승용,33세,상해없음,5,14,단일로,기타
맑음,건조,차대차,기타,교차로운행방법위반,승용,29세,경상,이륜,21세,경상,9,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,29세,경상,승용,56세,상해없음,6,17,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,승용,55세,상해없음,이륜,21세,경상,3,19,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,32세,상해없음,이륜,34세,경상,3,21,교차로,교차로안
맑음,건조,차대차,기타,신호위반,승용,53세,상해없음,승용,24세,경상,11,22,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,60세,상해없음,승용,62세,경상,3,15,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,36세,경상,승용,26세,경상,15,16,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,24세,상해없음,승합,38세,경상,6,18,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,53세,상해없음,이륜,40세,중상,5,19,교차로,교차로부근
맑음,건조,차대차,정면충돌,신호위반,승용,52세,상해없음,승용,45세,상해없음,3,19,교차로,교차로안
흐림,건조,차대차,정면충돌,신호위반,승용,66세,상해없음,화물,69세,중상,14,5,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,39세,경상,화물,56세,경상,6,7,단일로,기타
맑음,건조,차대차,정면충돌,신호위반,승합,53세,상해없음,승용,25세,중상,5,11,교차로,교차로안
맑음,건조,차대차,기타,직진우회전진행방해,승용,35세,상해없음,이륜,49세,중상,5,14,교차로,교차로안
맑음,건조,차대차,기타,중앙선침범,승용,32세,부상신고,화물,56세,상해없음,1,16,교차로,교차로부근
맑음,건조,차대차,기타,교차로운행방법위반,승용,57세,상해없음,승용,58세,경상,3,17,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,38세,상해없음,이륜,63세,사망,10,17,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승합,52세,상해없음,이륜,22세,경상,6,19,단일로,기타
맑음,건조,차대차,기타,중앙선침범,승용,48세,상해없음,승합,48세,경상,37,20,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,47세,상해없음,승용,20세,경상,12,20,교차로,교차로부근
맑음,건조,차대사람,기타,안전거리미확보,승합,52세,상해없음,보행자,62세,경상,3,22,단일로,기타
맑음,건조,차대차,기타,신호위반,화물,59세,상해없음,승용,20세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,85세,상해없음,자전거,68세,중상,5,10,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,41세,상해없음,승용,27세,중상,5,11,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,51세,상해없음,승용,43세,경상,6,11,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승합,50세,기타불명,승용,29세,경상,8,11,교차로,교차로안
맑음,건조,차대차,기타,신호위반,이륜,75세,부상신고,승용,59세,경상,4,13,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,35세,상해없음,이륜,22세,경상,3,15,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,화물,56세,상해없음,이륜,38세,중상,5,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,57세,경상,승용,26세,경상,6,16,단일로,교량
맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,16세,경상,이륜,24세,중상,8,17,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,32세,경상,승용,52세,경상,6,18,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,52세,상해없음,승용,21세,경상,6,19,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,26세,경상,승용,52세,경상,6,19,교차로,교차로부근
맑음,건조,차대차,정면충돌,신호위반,승용,47세,상해없음,승용,25세,경상,9,22,교차로,교차로안
맑음,건조,차대차,추돌,신호위반,승용,50세,상해없음,승용,39세,부상신고,1,8,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,화물,67세,상해없음,승용,32세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,76세,상해없음,자전거,76세,중상,5,9,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,44세,경상,이륜,37세,경상,6,14,단일로,기타
맑음,건조,차대차,정면충돌,직진우회전진행방해,화물,37세,상해없음,자전거,78세,경상,3,15,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,32세,상해없음,승용,50세,경상,3,16,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,49세,상해없음,승용,38세,경상,3,18,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,69세,상해없음,이륜,49세,경상,3,19,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,승용,38세,상해없음,보행자,15세,중상,5,20,교차로,교차로횡단보도내
맑음,건조,차대차,정면충돌,중앙선침범,승용,69세,상해없음,승용,26세,중상,5,1,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,41세,상해없음,보행자,32세,경상,3,10,교차로,교차로횡단보도내
맑음,건조,차대차,기타,안전거리미확보,승용,46세,상해없음,이륜,16세,경상,9,13,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,57세,상해없음,이륜,23세,경상,6,14,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,48세,상해없음,승용,20세,경상,9,15,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,58세,상해없음,자전거,49세,중상,5,18,단일로,기타
맑음,건조,차대차,기타,교차로운행방법위반,승용,44세,상해없음,승용,37세,경상,3,18,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,이륜,61세,상해없음,보행자,70세,중상,5,20,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,안전거리미확보,승용,29세,상해없음,승용,23세,경상,6,22,단일로,기타
맑음,건조,차대차,기타,신호위반,화물,58세,경상,승용,66세,중상,8,4,교차로,교차로안
맑음,건조,차대차,기타,신호위반,화물,66세,상해없음,이륜,72세,중상,5,7,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,56세,상해없음,승용,38세,경상,3,12,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,47세,경상,승합,37세,경상,6,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,원동기,52세,중상,승합,65세,경상,11,18,교차로,교차로안
맑음,건조,차대차,기타,중앙선침범,이륜,34세,중상,승용,62세,경상,8,19,단일로,기타
맑음,건조,차대차,기타,신호위반,기타불명,미분류,기타불명,자전거,68세,부상신고,1,19,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,27세,상해없음,승용,54세,경상,3,21,교차로,교차로안
맑음,건조,차대차,기타,신호위반,이륜,61세,부상신고,승용,64세,경상,4,6,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,61세,상해없음,이륜,36세,중상,5,7,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,29세,상해없음,승용,29세,경상,3,8,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,29세,경상,승용,28세,경상,6,11,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,25세,부상신고,승용,39세,경상,7,15,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,27세,상해없음,이륜,35세,경상,3,16,단일로,기타
비,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,38세,상해없음,이륜,22세,경상,3,20,교차로,교차로안
비,젖음/습기,차대차,측면충돌,신호위반,승용,52세,상해없음,이륜,35세,경상,3,21,교차로,교차로안
